Dimensions,4
Normalised,20
evals,41000
key,dist,emissions,time,vehicles,dist,Actualemissions,ActualTime,ActualVehicles,ActualDistMicroDepot: Micro Depot 1,MicroDepot: Micro Depot 2,MicroDepot: Micro Depot 3,MicroDepot: Micro Depot 4,MicroDepot: Micro Depot 5,MicroDepot: Micro Depot 6,MicroDepot: Micro Depot 7,MicroDepot: Micro Depot 8,MicroDepot: Micro Depot 9,MicroDepot: Micro Depot 10,MicroDepot: Micro Depot 11,MicroDepot: Micro Depot 12,MicroDepot: Micro Depot 13,MicroDepot: Micro Depot 14,bike,walk,electric van,
19:17:13:7,1282.98,19,17,13,7,113.88,26.61,7.00,41.12,1,0,0,2,4,1,0,0,0,1,1,0,0,0,4,4,2,
18:15:4:8,1689.85,18,15,4,8,107.89,25.21,3.00,41.50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,
18:15:4:7,1686.93,18,15,4,7,108.15,25.27,3.00,41.04,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,
18:15:4:6,1684.19,18,15,4,6,106.94,24.99,3.00,40.66,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,
18:15:4:5,1681.27,18,15,4,5,107.20,25.05,3.00,40.21,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,
18:15:4:4,1726.81,18,15,4,4,108.13,25.26,3.00,39.79,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,
18:15:4:2,1721.26,18,15,4,2,107.20,25.05,3.00,38.93,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
17:13:11:13,2593.40,17,13,11,13,101.44,23.70,6.00,43.78,2,0,0,0,0,0,1,0,0,0,0,2,0,0,1,2,2,
18:15:13:9,1986.40,18,15,13,9,107.12,25.03,7.00,41.98,2,2,0,0,1,0,0,0,1,0,0,1,1,0,3,3,2,
18:16:2:1,1621.61,18,16,2,1,110.07,25.72,2.00,38.39,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,
17:13:11:14,1943.33,17,13,11,14,101.13,23.63,6.00,44.30,0,1,0,1,0,0,0,1,0,0,1,1,0,0,2,2,1,
19:19:7:10,1095.76,19,19,7,10,118.00,27.57,4.00,42.39,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,4,0,
17:13:11:16,1948.62,17,13,11,16,102.03,23.84,6.00,45.07,2,0,0,2,0,1,0,0,0,0,0,1,1,0,2,3,2,
19:19:7:11,1097.88,19,19,7,11,118.23,27.62,4.00,42.75,0,0,0,0,2,0,0,0,1,1,0,0,1,0,3,2,0,
17:13:11:17,1902.32,17,13,11,17,101.99,23.83,6.00,45.83,0,1,0,1,0,0,0,0,0,1,0,0,2,0,1,3,1,
19:19:7:12,1102.55,19,19,7,12,118.68,27.73,4.00,43.54,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,
18:15:13:5,1319.21,18,15,13,5,107.61,25.14,7.00,40.32,0,0,0,1,1,1,0,0,0,1,0,1,2,1,3,3,2,
17:13:11:18,1995.76,17,13,11,18,101.57,23.73,6.00,45.96,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,3,1,
19:19:7:13,1103.09,19,19,7,13,118.00,27.57,4.00,43.86,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,3,0,
18:15:13:8,1936.30,18,15,13,8,108.13,25.26,7.00,41.71,0,3,0,0,0,0,1,1,0,1,1,0,1,0,5,2,1,
17:13:11:19,1954.96,17,13,11,19,101.85,23.80,6.00,46.40,0,0,0,1,0,0,0,0,2,0,0,0,0,2,3,1,1,
19:19:7:14,1105.36,19,19,7,14,118.33,27.65,4.00,44.21,0,0,0,0,1,1,0,0,1,1,0,0,1,1,2,3,1,
18:15:4:9,1691.69,18,15,4,9,107.57,25.13,3.00,41.96,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,
19:19:7:15,1157.69,19,19,7,15,118.51,27.69,4.00,44.62,0,2,0,0,1,0,0,0,1,0,0,0,0,0,2,1,1,
19:19:7:16,1209.01,19,19,7,16,117.61,27.48,4.00,45.16,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,0,
19:19:7:17,1210.85,19,19,7,17,117.83,27.53,4.00,45.46,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,
18:16:2:6,1636.78,18,16,2,6,109.26,25.53,2.00,40.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
19:19:7:18,1777.43,19,19,7,18,118.33,27.65,4.00,46.22,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3,0,
18:16:2:7,1639.69,18,16,2,7,109.00,25.47,2.00,41.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
19:19:7:19,1827.64,19,19,7,19,117.82,27.53,4.00,46.39,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,
18:16:2:2,1623.77,18,16,2,2,109.93,25.68,2.00,38.72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
17:13:11:11,1886.54,17,13,11,11,100.77,23.54,6.00,43.05,0,0,0,1,0,0,0,1,1,2,0,0,0,0,1,3,1,
17:13:11:12,1937.59,17,13,11,12,101.36,23.68,6.00,43.29,0,1,1,0,1,0,0,0,1,1,0,0,0,0,2,2,1,
16:12:13:17,2700.04,16,12,13,17,98.93,23.11,7.00,45.71,0,1,1,0,0,0,1,1,0,0,3,1,0,1,5,2,2,
16:12:13:18,2700.67,16,12,13,18,98.02,22.90,7.00,46.12,2,0,1,1,0,2,0,0,0,0,1,0,1,0,3,1,4,
16:12:13:15,3351.98,16,12,13,15,97.87,22.87,7.00,44.96,0,1,1,1,0,2,0,0,1,0,2,0,0,0,3,2,3,
17:15:13:20,2013.43,17,15,13,20,106.58,24.90,7.00,46.83,0,1,2,0,1,0,0,0,1,1,0,0,0,0,3,2,1,
16:12:13:16,2646.28,16,12,13,16,97.24,22.72,7.00,45.25,2,0,1,1,0,1,0,0,0,0,1,0,1,0,2,1,4,
16:13:7:3,2417.37,16,13,7,3,99.72,23.30,4.00,39.22,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,
16:12:13:19,2050.42,16,12,13,19,98.58,23.03,7.00,46.51,0,0,0,1,2,1,0,1,0,0,1,1,0,0,1,2,4,
16:13:7:4,1813.73,16,13,7,4,99.37,23.22,4.00,39.87,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,
17:13:9:20,1959.25,17,13,9,20,101.72,23.77,5.00,47.30,2,0,1,1,1,0,0,0,0,0,1,0,0,0,3,0,3,
16:12:13:13,2684.99,16,12,13,13,96.96,22.65,7.00,43.82,1,0,0,0,0,2,1,1,0,0,0,0,2,0,0,3,4,
19:18:11:20,1367.93,19,18,11,20,117.00,27.34,6.00,47.14,1,1,0,1,0,1,0,0,0,0,0,1,0,1,3,3,0,
16:12:13:11,2026.03,16,12,13,11,96.88,22.64,7.00,42.78,0,5,0,0,0,1,2,0,0,0,0,0,1,0,3,2,4,
16:12:13:12,2028.46,16,12,13,12,96.89,22.64,7.00,43.25,0,4,0,0,0,1,2,0,0,0,0,0,1,0,3,1,4,
19:19:16:13,1354.22,19,19,16,13,118.22,27.62,8.00,44.02,0,0,1,1,1,1,0,0,0,1,0,1,2,1,2,5,2,
19:18:9:17,1260.55,19,18,9,17,117.24,27.39,5.00,45.59,0,0,0,1,2,0,2,0,0,0,0,0,0,1,3,2,1,
19:18:9:18,1262.38,19,18,9,18,116.14,27.14,5.00,46.30,1,1,0,1,0,0,0,0,0,0,1,0,2,0,4,2,0,
19:18:9:19,1826.81,19,18,9,19,116.24,27.16,5.00,46.64,0,1,1,0,0,0,1,0,0,2,1,0,0,0,0,1,5,
19:18:9:13,1148.96,19,18,9,13,115.89,27.08,5.00,43.69,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,
16:13:7:7,1773.74,16,13,7,7,99.37,23.22,4.00,41.14,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,
19:19:16:17,1972.40,19,19,16,17,118.47,27.68,8.00,45.84,1,0,1,2,0,1,0,0,0,1,1,1,0,0,0,7,1,
19:18:9:14,1202.37,19,18,9,14,116.29,27.17,5.00,44.25,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,2,1,
16:13:7:6,2428.26,16,13,7,6,99.72,23.30,4.00,40.78,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,
19:18:9:15,1251.09,19,18,9,15,114.51,26.76,5.00,44.54,1,1,1,0,0,0,2,0,1,1,1,0,0,0,4,3,1,
16:13:7:9,1779.16,16,13,7,9,99.41,23.23,4.00,42.00,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,
19:18:11:18,1311.12,19,18,11,18,115.85,27.07,6.00,46.13,0,2,0,0,1,0,1,0,0,1,1,1,0,0,3,3,1,
16:13:7:8,1824.02,16,13,7,8,99.91,23.34,4.00,41.46,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,
19:19:16:14,1306.27,19,19,16,14,118.23,27.62,8.00,44.42,1,0,0,2,5,0,0,0,0,1,1,0,0,0,4,4,2,
19:18:11:19,1315.34,19,18,11,19,116.69,27.26,6.00,46.72,0,2,0,1,1,0,0,0,1,0,0,0,0,0,3,1,1,
19:18:9:16,1206.42,19,18,9,16,116.21,27.15,5.00,45.08,0,2,0,1,0,0,1,0,0,0,1,0,1,0,3,3,0,
19:18:9:10,1143.86,19,18,9,10,116.11,27.13,5.00,42.60,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,3,0,
19:19:16:19,2026.58,19,19,16,19,118.26,27.63,8.00,46.37,3,1,1,0,0,0,0,1,0,0,1,1,0,1,2,5,2,
19:18:9:11,1146.03,19,18,9,11,116.54,27.23,5.00,42.90,0,0,0,1,1,0,0,0,1,2,0,0,1,0,3,3,0,
19:18:9:12,1147.37,19,18,9,12,115.69,27.03,5.00,43.44,1,0,0,0,2,1,0,1,1,1,0,0,0,1,3,4,1,
17:13:9:17,1949.48,17,13,9,17,100.89,23.57,5.00,45.60,0,1,0,1,0,0,0,0,0,0,1,1,0,0,4,0,0,
18:16:9:9,1181.81,18,16,9,9,110.51,25.82,5.00,41.94,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,3,0,
17:13:9:16,1897.99,17,13,9,16,101.17,23.64,5.00,45.22,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,1,1,
18:16:9:7,1225.86,18,16,9,7,109.40,25.56,5.00,41.09,0,0,0,1,0,0,2,0,2,1,0,0,0,0,2,1,3,
17:13:9:15,1843.82,17,13,9,15,100.67,23.52,5.00,44.54,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,2,1,
18:16:9:8,1180.73,18,16,9,8,110.86,25.90,5.00,41.61,0,2,0,0,0,1,1,0,1,0,0,0,1,0,2,2,2,
17:13:9:14,1841.52,17,13,9,14,100.70,23.53,5.00,44.28,0,0,0,0,1,0,1,0,1,0,0,0,2,0,1,3,1,
18:16:9:5,1170.82,18,16,9,5,108.32,25.31,5.00,40.42,0,1,0,0,1,0,1,0,1,1,0,0,0,0,2,2,1,
18:16:9:6,1175.32,18,16,9,6,110.78,25.88,5.00,40.55,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,3,0,
18:16:9:3,1167.14,18,16,9,3,109.32,25.54,5.00,39.37,1,0,1,0,1,0,1,1,0,0,1,0,0,0,3,2,1,
17:13:9:19,1905.09,17,13,9,19,101.48,23.71,5.00,46.54,0,0,0,1,2,0,0,0,1,0,0,0,0,1,2,2,1,
18:16:9:4,1169.31,18,16,9,4,109.32,25.54,5.00,39.81,1,1,0,0,2,0,0,0,0,0,0,1,1,0,3,1,2,
17:13:9:18,1902.77,17,13,9,18,102.09,23.85,5.00,45.89,1,0,0,2,0,2,0,0,0,0,0,0,1,0,3,2,1,
16:12:13:20,2662.43,16,12,13,20,97.73,22.83,7.00,47.07,1,1,0,1,0,1,0,0,0,0,0,1,1,0,2,3,1,
17:13:9:13,1936.72,17,13,9,13,101.63,23.74,5.00,43.76,1,0,0,0,0,1,0,0,1,0,1,0,0,0,3,0,1,
17:13:9:12,1837.88,17,13,9,12,101.16,23.63,5.00,43.20,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,
17:13:9:11,1883.98,17,13,9,11,102.01,23.83,5.00,42.80,0,2,0,1,0,1,1,0,0,0,0,0,2,1,4,2,2,
17:13:9:10,1833.65,17,13,9,10,101.00,23.60,5.00,42.40,0,0,0,1,0,0,0,1,1,2,0,0,0,0,1,3,1,
19:19:16:20,1476.90,19,19,16,20,117.50,27.45,8.00,48.78,0,1,0,1,1,0,0,0,0,0,1,2,2,0,4,2,2,
18:16:16:14,2051.74,18,16,16,14,109.66,25.62,8.00,44.33,0,3,0,0,0,1,1,1,0,1,1,0,1,0,5,3,1,
18:16:16:12,1439.26,18,16,16,12,110.07,25.72,8.00,43.56,1,2,1,0,0,1,1,0,0,0,1,1,0,0,5,3,0,
18:16:16:10,1383.72,18,16,16,10,110.54,25.83,8.00,42.31,0,0,1,1,1,1,0,0,0,1,0,1,2,1,2,5,2,
18:16:9:1,1163.10,18,16,9,1,109.73,25.64,5.00,38.44,0,1,0,1,0,0,0,2,0,1,0,0,0,0,4,1,0,
18:16:9:2,1163.50,18,16,9,2,108.32,25.31,5.00,38.95,0,3,0,0,0,1,2,0,0,0,0,0,0,0,2,1,3,
18:16:16:19,2162.39,18,16,16,19,109.31,25.54,8.00,46.63,1,1,0,1,1,0,1,0,0,2,1,1,0,0,6,1,2,
18:16:16:18,2061.60,18,16,16,18,108.38,25.32,8.00,46.30,1,2,0,1,1,0,1,0,0,0,0,1,0,1,3,4,1,
18:16:16:17,2106.25,18,16,16,17,109.33,25.54,8.00,45.62,0,0,1,0,1,0,1,1,0,1,2,1,1,0,2,4,3,
14:8:7:20,3159.95,14,8,7,20,85.83,20.05,4.00,47.11,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,5,
18:17:7:1,1061.94,18,17,7,1,112.54,26.29,4.00,37.33,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,
18:17:7:2,1070.87,18,17,7,2,112.69,26.33,4.00,39.07,0,1,0,0,0,1,1,0,0,0,0,0,1,0,2,1,1,
18:17:7:3,1119.98,18,17,7,3,111.58,26.07,4.00,39.24,0,1,0,0,1,1,0,1,0,0,0,0,0,0,2,2,0,
14:7:11:20,3380.10,14,7,11,20,83.56,19.52,6.00,51.64,0,1,0,2,0,1,0,0,0,0,1,0,2,0,2,0,5,
12:4:11:20,4001.07,12,4,11,20,74.46,17.40,6.00,48.09,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,5,
18:17:7:8,1183.69,18,17,7,8,112.70,26.33,4.00,41.63,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,
18:17:7:9,1742.31,18,17,7,9,111.78,26.12,4.00,41.85,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,2,2,
18:17:7:4,1121.66,18,17,7,4,111.41,26.03,4.00,39.62,0,1,0,0,0,0,1,0,0,0,1,0,1,0,3,1,0,
14:7:11:18,3994.22,14,7,11,18,82.93,19.38,6.00,45.89,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,
18:17:7:5,1125.75,18,17,7,5,112.33,26.24,4.00,40.16,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,
18:17:7:6,1126.56,18,17,7,6,111.47,26.05,4.00,40.59,0,1,2,0,1,0,0,0,1,0,0,0,0,0,1,1,3,
18:17:7:7,1130.71,18,17,7,7,112.03,26.17,4.00,41.24,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,2,0,
19:18:11:12,1196.17,19,18,11,12,115.10,26.89,6.00,43.38,0,1,2,0,0,0,0,3,1,0,0,0,0,0,2,4,1,
19:18:11:13,1250.05,19,18,11,13,116.60,27.24,6.00,43.69,0,2,0,0,0,0,0,1,1,2,0,0,0,0,0,1,5,
19:18:11:10,1241.53,19,18,11,10,115.05,26.88,6.00,42.47,0,0,0,2,0,1,1,1,0,0,1,0,0,0,2,4,0,
19:18:11:11,1196.66,19,18,11,11,117.07,27.35,6.00,42.86,1,1,1,1,0,0,0,1,1,0,0,1,0,0,2,3,2,
19:18:11:16,1256.98,19,18,11,16,115.70,27.03,6.00,45.35,1,0,0,1,2,0,0,1,1,1,0,0,2,0,5,3,1,
19:18:11:17,1310.11,19,18,11,17,117.07,27.35,6.00,45.55,0,4,0,2,0,0,1,0,0,1,1,1,0,0,5,4,1,
19:18:11:14,1203.17,19,18,11,14,117.07,27.35,6.00,44.16,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,4,0,
19:18:11:15,1253.76,19,18,11,15,115.47,26.98,6.00,44.78,0,1,0,1,0,0,0,0,0,1,0,0,2,0,1,3,1,
16:12:9:8,1822.84,16,12,9,8,96.62,22.57,5.00,41.60,2,0,0,0,0,0,1,0,0,0,0,2,0,0,1,2,2,
15:9:7:20,3163.85,15,9,7,20,89.06,20.81,4.00,47.23,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,3,
16:12:9:7,1821.31,16,12,9,7,97.00,22.66,5.00,41.18,2,0,0,2,0,2,1,0,0,0,0,0,1,0,3,3,2,
16:12:9:9,1826.15,16,12,9,9,97.51,22.78,5.00,41.99,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,1,
15:9:7:19,3158.46,15,9,7,19,89.12,20.82,4.00,46.45,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,3,
19:18:9:20,1827.63,19,18,9,20,115.87,27.07,5.00,47.02,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,3,0,
19:17:16:20,1525.73,19,17,16,20,113.17,26.44,8.00,49.89,2,0,1,1,1,1,0,1,0,0,1,0,0,0,4,1,3,
18:16:9:20,1821.10,18,16,9,20,110.15,25.74,5.00,47.04,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,4,0,
16:13:16:20,3416.25,16,13,16,20,100.56,23.49,8.00,46.99,1,0,0,2,1,1,0,0,0,1,0,1,2,1,2,4,4,
15:10:16:17,3445.17,15,10,16,17,90.25,21.09,8.00,45.73,1,0,0,2,1,1,0,0,0,1,0,1,2,1,2,4,4,
20:20:20:20,1486.62,20,20,20,20,121.50,28.39,10.00,49.47,1,0,1,1,1,1,0,0,0,1,0,1,2,1,2,5,3,
19:17:16:15,1452.27,19,17,16,15,114.07,26.65,8.00,44.92,2,1,0,1,0,0,0,0,0,0,1,1,0,1,4,3,0,
18:16:7:9,1182.56,18,16,7,9,110.36,25.78,4.00,42.13,0,0,0,0,2,0,0,1,1,0,0,0,0,0,3,1,0,
19:17:16:13,1396.09,19,17,16,13,114.04,26.65,8.00,43.69,1,0,0,0,1,1,0,0,0,1,0,1,2,1,2,4,2,
18:16:7:7,1127.92,18,16,7,7,110.35,25.78,4.00,41.21,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,
18:16:7:8,1131.82,18,16,7,8,111.14,25.97,4.00,41.74,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,
18:16:7:5,1122.99,18,16,7,5,110.90,25.91,4.00,40.05,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,
18:15:9:2,1162.77,18,15,9,2,108.13,25.26,5.00,38.87,1,1,0,0,0,0,0,1,1,0,0,0,1,0,3,1,1,
18:16:7:6,1173.04,18,16,7,6,109.40,25.56,4.00,40.53,0,1,0,1,0,2,0,0,0,0,0,0,0,0,3,1,0,
15:9:9:20,3213.68,15,9,9,20,89.71,20.96,5.00,47.77,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,3,
18:15:9:3,1214.41,18,15,9,3,107.44,25.10,5.00,39.41,1,1,0,1,0,1,0,0,0,0,0,0,0,0,3,1,0,
17:15:4:6,1726.26,17,15,4,6,105.72,24.70,3.00,40.53,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,
17:15:4:7,1736.21,17,15,4,7,106.58,24.90,3.00,41.17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,
17:15:4:4,1724.39,17,15,4,4,106.40,24.86,3.00,39.94,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,
15:10:16:20,3471.23,15,10,16,20,91.53,21.38,8.00,49.08,0,1,0,1,0,1,1,1,0,0,1,2,1,1,2,5,3,
17:15:4:5,1724.99,17,15,4,5,105.83,24.73,3.00,40.10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,
19:17:16:18,2063.32,19,17,16,18,112.87,26.37,8.00,45.95,1,1,1,0,0,1,1,0,0,0,1,1,0,0,4,3,0,
19:17:16:17,2061.68,19,17,16,17,114.07,26.65,8.00,45.64,1,1,2,0,0,0,0,2,0,1,1,0,1,1,3,3,4,
15:9:9:19,3206.47,15,9,9,19,89.31,20.87,5.00,46.53,0,2,0,0,0,0,1,0,0,1,0,0,1,1,1,1,4,
20:20:2:11,1664.31,20,20,2,11,120.51,28.16,2.00,43.10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
20:19:11:10,1198.59,20,19,11,10,119.38,27.89,6.00,42.53,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,2,3,
20:19:11:11,1200.98,20,19,11,11,119.84,28.00,6.00,42.86,0,1,1,2,0,0,0,1,1,0,0,1,0,0,2,3,2,
20:19:11:12,1202.76,20,19,11,12,119.94,28.02,6.00,43.19,1,1,0,0,0,0,0,0,2,0,0,1,0,0,2,3,0,
17:15:4:8,2391.62,17,15,4,8,106.17,24.81,3.00,41.77,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,
20:19:11:13,1205.79,20,19,11,13,119.20,27.85,6.00,44.02,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,4,1,
20:19:11:14,1255.93,20,19,11,14,119.02,27.81,6.00,44.11,0,0,1,0,0,1,1,0,0,0,1,1,0,0,3,2,0,
17:15:4:9,1739.17,17,15,4,9,106.51,24.89,3.00,42.00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,
18:16:7:3,1116.02,18,16,7,3,109.31,25.54,4.00,39.15,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,
20:19:11:15,1210.59,20,19,11,15,120.23,28.09,6.00,44.66,0,0,2,0,0,0,0,3,1,0,0,0,0,0,1,4,1,
18:16:7:4,1119.43,18,16,7,4,110.13,25.73,4.00,39.58,1,0,1,0,1,0,2,0,0,0,1,0,0,0,3,1,2,
20:19:11:16,1214.20,20,19,11,16,120.10,28.06,6.00,45.42,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,2,3,
18:15:9:5,1824.04,18,15,9,5,107.08,25.02,5.00,40.19,0,0,0,0,1,1,0,0,0,1,0,0,0,2,1,4,0,
20:19:11:17,1265.50,20,19,11,17,120.13,28.07,6.00,45.68,1,1,0,0,0,1,1,0,0,0,0,0,1,1,3,3,0,
18:15:9:6,1270.37,18,15,9,6,107.37,25.09,5.00,40.63,1,0,0,1,0,1,0,0,0,0,0,0,1,0,4,0,0,
18:16:7:1,1110.35,18,16,7,1,108.59,25.37,4.00,38.24,0,2,0,0,0,1,1,1,0,0,0,0,0,0,3,2,0,
18:16:7:2,1112.74,18,16,7,2,108.47,25.34,4.00,38.76,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,1,
20:19:11:18,1316.49,20,19,11,18,119.94,28.02,6.00,45.93,1,0,0,1,1,0,0,0,0,0,2,0,0,0,3,2,0,
18:15:9:8,1225.47,18,15,9,8,107.18,25.04,5.00,41.70,0,1,0,0,1,0,0,0,1,1,0,0,1,1,3,2,1,
20:19:11:19,1317.45,20,19,11,19,118.96,27.79,6.00,46.43,1,1,1,0,0,0,0,0,0,1,1,0,0,0,2,1,2,
18:15:9:9,1791.40,18,15,9,9,107.18,25.04,5.00,42.03,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3,1,
20:20:2:10,1661.27,20,20,2,10,122.58,28.64,2.00,42.39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
15:9:9:15,3193.81,15,9,9,15,89.23,20.85,5.00,44.55,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,4,
15:9:9:17,3200.95,15,9,9,17,89.80,20.98,5.00,45.64,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,2,
20:19:11:20,1281.07,20,19,11,20,120.31,28.11,6.00,48.73,0,0,1,0,1,0,0,0,1,0,0,1,0,1,2,3,0,
17:13:13:20,2666.44,17,13,13,20,100.86,23.57,7.00,47.52,1,0,0,1,1,1,0,0,0,1,0,1,2,1,2,4,3,
17:15:13:19,2106.77,17,15,13,19,105.59,24.67,7.00,46.67,1,0,0,2,0,1,0,0,0,2,1,1,1,0,6,2,1,
16:12:7:9,1777.51,16,12,7,9,98.41,22.99,4.00,41.98,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,
19:19:4:1,1023.90,19,19,4,1,118.09,27.59,3.00,37.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,
16:12:7:8,1775.33,16,12,7,8,98.41,22.99,4.00,41.54,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,
17:15:13:17,2051.97,17,15,13,17,105.88,24.74,7.00,45.86,1,2,0,0,0,1,1,0,1,0,0,0,1,1,3,2,3,
16:12:7:7,2474.28,16,12,7,7,96.90,22.64,4.00,41.17,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,0,
19:19:4:3,1029.42,19,19,4,3,117.81,27.53,3.00,39.18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,
17:15:13:15,1438.18,17,15,13,15,106.01,24.77,7.00,44.61,0,4,0,2,0,0,1,0,0,1,1,1,0,0,5,4,1,
19:19:4:2,979.02,19,19,4,2,118.37,27.66,3.00,38.93,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,
17:15:13:16,2050.46,17,15,13,16,105.63,24.68,7.00,45.26,0,1,2,0,1,0,0,0,1,1,0,0,0,0,3,2,1,
19:19:4:5,1033.76,19,19,4,5,117.49,27.45,3.00,40.15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,
17:15:13:13,2040.72,17,15,13,13,105.68,24.69,7.00,43.84,1,1,1,2,1,0,0,0,0,1,0,0,1,0,3,3,2,
19:19:4:4,1031.83,19,19,4,4,117.89,27.54,3.00,39.64,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,
19:19:4:7,1038.25,19,19,4,7,117.60,27.48,3.00,41.01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,
19:19:4:6,1037.24,19,19,4,6,118.21,27.62,3.00,40.62,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,
19:19:11:6,1187.47,19,19,11,6,118.44,27.67,6.00,40.60,1,0,0,2,4,0,0,0,0,1,0,0,0,0,4,3,1,
19:19:4:9,1093.20,19,19,4,9,118.14,27.60,3.00,41.84,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,
19:19:11:9,1243.46,19,19,11,9,117.72,27.51,6.00,42.02,1,1,0,1,0,0,0,1,0,1,0,0,0,0,2,2,1,
19:19:4:8,1041.72,19,19,4,8,118.32,27.65,3.00,41.48,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,
19:19:11:8,1192.12,19,19,11,8,118.18,27.61,6.00,41.61,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,5,0,
16:12:7:6,2424.20,16,12,7,6,98.17,22.94,4.00,40.54,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,1,0,
